request_id,date_submitted,neighborhood,category,service_type,priority,status,response_days,source,department,satisfaction_score,month,quarter,resolution_rate
RVA-13031,2025-10-23,Ginter Park,Road & Sidewalk,Street Light Out,Low,Resolved,2.73,Website,Transportation,1.2,2025-10,2025Q4,1
RVA-13032,2024-09-29,Shockoe Bottom,Parks & Public Spaces,Graffiti Removal,Medium,Resolved,4.2,Phone,Public Works,2.2,2024-09,2024Q3,1
RVA-13033,2025-09-11,West End,Noise & Nuisance,Noise Complaint,Medium,Closed,9.01,Mobile App,Code Enforcement,2.5,2025-09,2025Q3,1
RVA-13034,2025-10-12,Museum District,Sanitation,Overflowing Bin,Medium,Closed,1.07,Phone,Public Works,2.4,2025-10,2025Q4,1
RVA-13035,2024-10-15,Shockoe Bottom,Road & Sidewalk,Street Light Out,Low,Open,12.36,Email,Police,4.0,2024-10,2024Q4,0
RVA-13036,2025-12-24,West End,Sanitation,Bulk Pickup Request,High,Resolved,0.13,Walk-in,Code Enforcement,2.4,2025-12,2025Q4,1
RVA-13037,2024-09-28,Northside,Public Safety,Unsafe Structure,Low,Resolved,25.13,Mobile App,Public Utilities,4.8,2024-09,2024Q3,1
RVA-13038,2024-03-06,The Fan,Noise & Nuisance,Property Maintenance,Medium,In Progress,0.42,Phone,Parks & Rec,5.0,2024-03,2024Q1,0
RVA-13039,2025-04-27,East End,Parks & Public Spaces,Playground Repair,High,Resolved,4.91,Email,Parks & Rec,2.3,2025-04,2025Q2,1
RVA-13040,2024-09-04,Southside,Public Safety,Hazardous Condition,Medium,Closed,3.37,Mobile App,Police,3.0,2024-09,2024Q3,1
RVA-13041,2024-06-04,Church Hill,Road & Sidewalk,Crosswalk Faded,Medium,Resolved,2.97,Mobile App,Transportation,3.2,2024-06,2024Q2,1
RVA-13042,2024-02-16,Oregon Hill,Noise & Nuisance,Property Maintenance,High,Closed,7.25,Mobile App,Police,3.3,2024-02,2024Q1,1
RVA-13043,2025-03-29,Northside,Sanitation,Overflowing Bin,High,Closed,9.29,Phone,Parks & Rec,2.5,2025-03,2025Q1,1
RVA-13044,2024-07-19,Church Hill,Road & Sidewalk,Sidewalk Damage,Medium,Closed,5.25,Phone,Code Enforcement,1.7,2024-07,2024Q3,1
RVA-13045,2025-10-21,Ginter Park,Public Safety,Unsafe Structure,Medium,Resolved,0.68,Mobile App,Code Enforcement,1.2,2025-10,2025Q4,1
RVA-13046,2024-05-03,The Fan,Road & Sidewalk,Crosswalk Faded,High,Closed,1.41,Website,Transportation,1.4,2024-05,2024Q2,1
RVA-13047,2024-01-01,Carytown,Water & Utilities,Sewer Problem,High,Closed,1.51,Mobile App,Public Works,4.6,2024-01,2024Q1,1
RVA-13048,2025-10-01,Carytown,Water & Utilities,Hydrant Issue,Medium,In Progress,3.61,Website,Public Utilities,2.1,2025-10,2025Q4,0
RVA-13049,2024-07-09,Short Pump,Parks & Public Spaces,Playground Repair,Low,Resolved,8.43,Phone,Transportation,1.3,2024-07,2024Q3,1
RVA-13050,2025-08-01,Southside,Water & Utilities,Sewer Problem,Low,Closed,0.19,Phone,Code Enforcement,3.5,2025-08,2025Q3,1
RVA-13051,2025-05-30,Jackson Ward,Parks & Public Spaces,Playground Repair,Low,Closed,12.42,Mobile App,Public Utilities,1.3,2025-05,2025Q2,1
RVA-13052,2025-03-17,Scott's Addition,Sanitation,Missed Trash Pickup,Medium,Resolved,6.23,Website,Police,1.3,2025-03,2025Q1,1
RVA-13053,2024-05-22,Highland Park,Noise & Nuisance,Noise Complaint,Low,Resolved,1.23,Phone,Code Enforcement,3.5,2024-05,2024Q2,1
RVA-13054,2024-07-09,The Fan,Public Safety,Unsafe Structure,Medium,Resolved,4.22,Phone,Code Enforcement,3.4,2024-07,2024Q3,1
RVA-13055,2025-06-16,Scott's Addition,Noise & Nuisance,Noise Complaint,High,Resolved,1.68,Phone,Code Enforcement,1.2,2025-06,2025Q2,1
RVA-13056,2024-08-14,The Fan,Noise & Nuisance,Noise Complaint,Medium,Resolved,5.74,Website,Public Works,2.8,2024-08,2024Q3,1
RVA-13057,2024-11-08,The Fan,Road & Sidewalk,Street Light Out,High,Resolved,0.18,Mobile App,Transportation,2.7,2024-11,2024Q4,1
RVA-13058,2025-09-20,Oregon Hill,Public Safety,Missing Sign,High,Closed,1.97,Mobile App,Police,3.2,2025-09,2025Q3,1
RVA-13059,2024-10-28,Shockoe Bottom,Parks & Public Spaces,Graffiti Removal,Low,Closed,3.3,Mobile App,Parks & Rec,4.0,2024-10,2024Q4,1
RVA-13060,2025-10-15,Scott's Addition,Water & Utilities,Water Main Break,High,Closed,1.41,Website,Public Works,2.1,2025-10,2025Q4,1
RVA-13061,2025-04-04,Ginter Park,Noise & Nuisance,Property Maintenance,High,In Progress,2.97,Phone,Public Works,2.7,2025-04,2025Q2,0
RVA-13062,2025-02-04,Shockoe Bottom,Parks & Public Spaces,Park Maintenance,Medium,Closed,6.11,Website,Code Enforcement,4.2,2025-02,2025Q1,1
RVA-13063,2025-07-04,Highland Park,Public Safety,Hazardous Condition,Low,Resolved,1.27,Website,Public Works,4.7,2025-07,2025Q3,1
RVA-13064,2025-01-27,East End,Parks & Public Spaces,Tree Hazard,Medium,Resolved,4.47,Walk-in,Transportation,4.6,2025-01,2025Q1,1
RVA-13065,2024-07-25,Manchester,Noise & Nuisance,Abandoned Vehicle,Emergency,Closed,1.74,Phone,Transportation,2.9,2024-07,2024Q3,1
RVA-13066,2024-07-28,Northside,Public Safety,Hazardous Condition,Medium,Resolved,0.85,Mobile App,Transportation,3.1,2024-07,2024Q3,1
RVA-13067,2024-04-24,Museum District,Road & Sidewalk,Pothole Repair,Low,In Progress,19.17,Walk-in,Parks & Rec,3.1,2024-04,2024Q2,0
RVA-13068,2025-10-07,Carytown,Road & Sidewalk,Crosswalk Faded,High,In Progress,2.43,Mobile App,Public Works,4.5,2025-10,2025Q4,0
RVA-13069,2024-09-07,Bon Air,Noise & Nuisance,Animal Control,Medium,Resolved,7.44,Phone,Transportation,4.4,2024-09,2024Q3,1
RVA-13070,2024-08-06,Northside,Parks & Public Spaces,Tree Hazard,Medium,Closed,1.66,Mobile App,Public Works,2.2,2024-08,2024Q3,1
RVA-13071,2025-02-10,Woodland Heights,Water & Utilities,Hydrant Issue,High,Closed,0.68,Email,Code Enforcement,1.7,2025-02,2025Q1,1
RVA-13072,2025-03-18,Ginter Park,Sanitation,Illegal Dumping,Medium,Closed,11.82,Phone,Police,2.5,2025-03,2025Q1,1
RVA-13073,2025-08-25,The Fan,Sanitation,Overflowing Bin,High,Closed,0.89,Mobile App,Transportation,2.2,2025-08,2025Q3,1
RVA-13074,2024-12-19,Scott's Addition,Road & Sidewalk,Street Light Out,High,Closed,0.13,Website,Parks & Rec,4.8,2024-12,2024Q4,1
RVA-13075,2025-07-11,Church Hill,Sanitation,Bulk Pickup Request,Medium,Closed,4.59,Mobile App,Code Enforcement,2.1,2025-07,2025Q3,1
RVA-13076,2025-07-03,Ginter Park,Noise & Nuisance,Animal Control,Low,Open,1.33,Email,Public Works,1.7,2025-07,2025Q3,0
RVA-13077,2024-05-21,Ginter Park,Parks & Public Spaces,Graffiti Removal,High,Closed,3.19,Phone,Transportation,4.6,2024-05,2024Q2,1
RVA-13078,2025-09-03,Short Pump,Noise & Nuisance,Abandoned Vehicle,Emergency,Resolved,0.51,Website,Parks & Rec,1.3,2025-09,2025Q3,1
RVA-13079,2025-05-15,Carytown,Public Safety,Unsafe Structure,Low,Closed,20.77,Mobile App,Public Utilities,2.0,2025-05,2025Q2,1
RVA-13080,2025-12-02,Church Hill,Public Safety,Traffic Signal Issue,Medium,Open,7.68,Walk-in,Transportation,2.8,2025-12,2025Q4,0
RVA-13081,2025-06-30,Highland Park,Parks & Public Spaces,Graffiti Removal,Medium,Closed,0.59,Walk-in,Transportation,3.4,2025-06,2025Q2,1
RVA-13082,2025-10-20,Bon Air,Sanitation,Bulk Pickup Request,High,Closed,0.96,Website,Public Works,2.3,2025-10,2025Q4,1
RVA-13083,2025-06-25,Shockoe Bottom,Noise & Nuisance,Abandoned Vehicle,High,Closed,2.98,Walk-in,Police,3.0,2025-06,2025Q2,1
RVA-13084,2025-05-21,The Fan,Road & Sidewalk,Crosswalk Faded,Low,Closed,5.4,Mobile App,Public Works,1.8,2025-05,2025Q2,1
RVA-13085,2025-08-18,Manchester,Road & Sidewalk,Pothole Repair,High,Resolved,7.18,Email,Police,3.3,2025-08,2025Q3,1
RVA-13086,2024-10-07,The Fan,Road & Sidewalk,Street Light Out,Low,Resolved,13.31,Website,Public Utilities,2.6,2024-10,2024Q4,1
RVA-13087,2025-02-27,Ginter Park,Public Safety,Missing Sign,High,Resolved,0.03,Walk-in,Code Enforcement,4.4,2025-02,2025Q1,1
RVA-13088,2024-09-26,Museum District,Sanitation,Overflowing Bin,Medium,In Progress,10.6,Website,Code Enforcement,2.7,2024-09,2024Q3,0
RVA-13089,2024-06-02,Southside,Sanitation,Bulk Pickup Request,Medium,Resolved,0.53,Mobile App,Transportation,2.8,2024-06,2024Q2,1
RVA-13090,2025-09-05,Museum District,Parks & Public Spaces,Tree Hazard,Low,Resolved,1.51,Website,Code Enforcement,3.4,2025-09,2025Q3,1
RVA-13091,2025-12-27,Manchester,Sanitation,Overflowing Bin,Low,Resolved,13.26,Mobile App,Parks & Rec,1.5,2025-12,2025Q4,1
RVA-13092,2025-10-23,Scott's Addition,Noise & Nuisance,Animal Control,High,Closed,4.0,Website,Police,1.6,2025-10,2025Q4,1
RVA-13093,2024-03-23,Highland Park,Public Safety,Unsafe Structure,Medium,Closed,3.84,Phone,Public Works,4.2,2024-03,2024Q1,1
RVA-13094,2025-09-13,West End,Road & Sidewalk,Sidewalk Damage,Low,Open,3.41,Mobile App,Parks & Rec,2.1,2025-09,2025Q3,0
RVA-13095,2025-03-01,Oregon Hill,Public Safety,Hazardous Condition,Low,Open,4.33,Email,Parks & Rec,3.7,2025-03,2025Q1,0
RVA-13096,2024-10-01,Manchester,Parks & Public Spaces,Graffiti Removal,Low,Resolved,4.2,Email,Public Works,1.4,2024-10,2024Q4,1
RVA-13097,2025-12-13,The Fan,Noise & Nuisance,Property Maintenance,High,Resolved,0.79,Walk-in,Public Utilities,4.3,2025-12,2025Q4,1
RVA-13098,2024-10-10,The Fan,Noise & Nuisance,Abandoned Vehicle,High,In Progress,0.56,Website,Code Enforcement,5.0,2024-10,2024Q4,0
RVA-13099,2024-06-21,Southside,Public Safety,Hazardous Condition,Low,Resolved,9.39,Website,Public Utilities,2.5,2024-06,2024Q2,1
RVA-13100,2024-11-22,Short Pump,Sanitation,Overflowing Bin,Medium,Resolved,11.53,Website,Public Utilities,3.0,2024-11,2024Q4,1
RVA-13101,2025-12-18,Museum District,Sanitation,Overflowing Bin,Low,Resolved,3.67,Mobile App,Code Enforcement,2.8,2025-12,2025Q4,1
RVA-13102,2024-03-03,Ginter Park,Parks & Public Spaces,Tree Hazard,Emergency,Resolved,0.1,Email,Public Utilities,4.6,2024-03,2024Q1,1
RVA-13103,2024-03-13,Lakeside,Water & Utilities,Hydrant Issue,Emergency,Resolved,0.91,Walk-in,Parks & Rec,1.0,2024-03,2024Q1,1
RVA-13104,2025-09-27,Oregon Hill,Public Safety,Traffic Signal Issue,High,Closed,2.71,Website,Transportation,3.6,2025-09,2025Q3,1
RVA-13105,2025-01-09,Shockoe Bottom,Water & Utilities,Hydrant Issue,Emergency,Closed,1.34,Email,Public Works,3.6,2025-01,2025Q1,1
RVA-13106,2025-09-24,Ginter Park,Noise & Nuisance,Animal Control,High,Resolved,0.36,Phone,Transportation,2.5,2025-09,2025Q3,1
RVA-13107,2025-05-22,Northside,Parks & Public Spaces,Graffiti Removal,High,In Progress,0.31,Phone,Parks & Rec,1.9,2025-05,2025Q2,0
RVA-13108,2025-02-01,Carytown,Road & Sidewalk,Sidewalk Damage,Medium,Resolved,3.9,Email,Transportation,2.0,2025-02,2025Q1,1
RVA-13109,2024-04-29,East End,Sanitation,Illegal Dumping,Medium,In Progress,4.77,Phone,Parks & Rec,4.2,2024-04,2024Q2,0
RVA-13110,2025-03-12,Museum District,Road & Sidewalk,Sidewalk Damage,Low,Resolved,6.54,Website,Police,1.3,2025-03,2025Q1,1
RVA-13111,2025-11-06,Highland Park,Noise & Nuisance,Property Maintenance,Medium,In Progress,4.57,Phone,Code Enforcement,3.3,2025-11,2025Q4,0
RVA-13112,2025-04-09,Bon Air,Parks & Public Spaces,Park Maintenance,Medium,Resolved,0.99,Website,Code Enforcement,2.2,2025-04,2025Q2,1
RVA-13113,2024-10-12,Northside,Road & Sidewalk,Crosswalk Faded,Low,Resolved,6.53,Website,Transportation,2.1,2024-10,2024Q4,1
RVA-13114,2024-09-21,West End,Road & Sidewalk,Pothole Repair,Medium,Closed,5.37,Website,Parks & Rec,3.0,2024-09,2024Q3,1
RVA-13115,2024-11-15,The Fan,Water & Utilities,Hydrant Issue,Medium,Open,2.83,Phone,Code Enforcement,4.6,2024-11,2024Q4,0
RVA-13116,2025-11-03,Northside,Public Safety,Unsafe Structure,Low,Resolved,11.38,Mobile App,Police,3.5,2025-11,2025Q4,1
RVA-13117,2025-01-10,Highland Park,Sanitation,Missed Trash Pickup,Medium,In Progress,3.0,Website,Transportation,4.2,2025-01,2025Q1,0
RVA-13118,2024-03-29,Museum District,Public Safety,Unsafe Structure,Emergency,Open,0.2,Email,Public Works,3.4,2024-03,2024Q1,0
RVA-13119,2025-10-15,Northside,Public Safety,Unsafe Structure,High,Closed,0.72,Mobile App,Public Utilities,3.8,2025-10,2025Q4,1
RVA-13120,2024-07-21,Bon Air,Noise & Nuisance,Noise Complaint,High,Closed,1.06,Mobile App,Code Enforcement,2.7,2024-07,2024Q3,1
RVA-13121,2024-11-29,Shockoe Bottom,Noise & Nuisance,Noise Complaint,Medium,In Progress,0.12,Mobile App,Parks & Rec,4.7,2024-11,2024Q4,0
RVA-13122,2024-08-09,Carytown,Parks & Public Spaces,Park Maintenance,Medium,Closed,5.52,Email,Code Enforcement,3.0,2024-08,2024Q3,1
RVA-13123,2024-02-10,West End,Road & Sidewalk,Crosswalk Faded,Low,Resolved,18.65,Website,Parks & Rec,3.2,2024-02,2024Q1,1
RVA-13124,2025-12-08,Ginter Park,Noise & Nuisance,Abandoned Vehicle,High,Resolved,0.88,Email,Transportation,3.1,2025-12,2025Q4,1
RVA-13125,2024-03-08,Ginter Park,Parks & Public Spaces,Park Maintenance,Low,Resolved,0.47,Phone,Transportation,2.3,2024-03,2024Q1,1
RVA-13126,2025-05-28,Southside,Noise & Nuisance,Abandoned Vehicle,Low,Closed,43.26,Phone,Public Utilities,1.9,2025-05,2025Q2,1
RVA-13127,2025-09-28,Ginter Park,Water & Utilities,Hydrant Issue,High,Resolved,0.61,Website,Code Enforcement,1.3,2025-09,2025Q3,1
RVA-13128,2025-09-13,West End,Road & Sidewalk,Sidewalk Damage,Low,Resolved,1.35,Mobile App,Public Utilities,3.9,2025-09,2025Q3,1
RVA-13129,2025-08-20,The Fan,Sanitation,Missed Trash Pickup,Medium,Resolved,2.31,Phone,Parks & Rec,2.2,2025-08,2025Q3,1
RVA-13130,2025-09-23,Highland Park,Public Safety,Unsafe Structure,Low,Closed,13.42,Phone,Police,2.6,2025-09,2025Q3,1
RVA-13131,2024-05-06,Shockoe Bottom,Sanitation,Missed Trash Pickup,Low,Closed,3.48,Mobile App,Police,4.7,2024-05,2024Q2,1
RVA-13132,2024-09-11,Scott's Addition,Public Safety,Traffic Signal Issue,Low,Closed,8.55,Phone,Public Works,3.3,2024-09,2024Q3,1
RVA-13133,2025-11-25,Oregon Hill,Parks & Public Spaces,Park Maintenance,Low,Closed,5.37,Mobile App,Parks & Rec,1.4,2025-11,2025Q4,1
RVA-13134,2024-01-16,Manchester,Public Safety,Missing Sign,High,Closed,0.25,Mobile App,Parks & Rec,4.2,2024-01,2024Q1,1
RVA-13135,2025-04-21,Manchester,Parks & Public Spaces,Park Maintenance,High,Closed,0.8,Mobile App,Parks & Rec,2.0,2025-04,2025Q2,1
RVA-13136,2024-03-02,Shockoe Bottom,Noise & Nuisance,Noise Complaint,Medium,Closed,6.45,Website,Transportation,3.2,2024-03,2024Q1,1
RVA-13137,2025-03-07,Scott's Addition,Noise & Nuisance,Property Maintenance,High,Closed,1.89,Mobile App,Transportation,3.0,2025-03,2025Q1,1
RVA-13138,2025-10-31,The Fan,Sanitation,Missed Trash Pickup,Low,Open,1.28,Mobile App,Police,2.0,2025-10,2025Q4,0
RVA-13139,2024-09-24,Museum District,Public Safety,Missing Sign,Medium,Resolved,0.89,Mobile App,Police,1.5,2024-09,2024Q3,1
RVA-13140,2024-02-04,Highland Park,Water & Utilities,Sewer Problem,Low,Closed,10.24,Phone,Police,1.8,2024-02,2024Q1,1
RVA-13141,2025-07-29,Ginter Park,Noise & Nuisance,Property Maintenance,Medium,Closed,8.39,Website,Code Enforcement,1.4,2025-07,2025Q3,1
RVA-13142,2025-05-08,Ginter Park,Public Safety,Hazardous Condition,Medium,Closed,2.15,Walk-in,Code Enforcement,2.1,2025-05,2025Q2,1
RVA-13143,2025-07-15,Museum District,Sanitation,Overflowing Bin,Medium,Closed,4.52,Walk-in,Police,5.0,2025-07,2025Q3,1
RVA-13144,2025-04-13,West End,Water & Utilities,Water Main Break,High,Closed,0.37,Mobile App,Public Utilities,2.6,2025-04,2025Q2,1
RVA-13145,2025-10-22,Scott's Addition,Water & Utilities,Water Main Break,Medium,Resolved,1.87,Mobile App,Code Enforcement,4.5,2025-10,2025Q4,1
RVA-13146,2024-11-20,The Fan,Road & Sidewalk,Pothole Repair,Medium,Open,0.1,Mobile App,Transportation,3.2,2024-11,2024Q4,0
RVA-13147,2024-10-30,East End,Noise & Nuisance,Noise Complaint,Emergency,Open,0.73,Email,Code Enforcement,3.7,2024-10,2024Q4,0
RVA-13148,2024-10-02,East End,Public Safety,Unsafe Structure,Medium,Resolved,2.56,Website,Code Enforcement,1.6,2024-10,2024Q4,1
RVA-13149,2025-11-14,Highland Park,Parks & Public Spaces,Graffiti Removal,Medium,Resolved,8.47,Mobile App,Code Enforcement,2.1,2025-11,2025Q4,1
RVA-13150,2024-07-19,Southside,Sanitation,Overflowing Bin,High,Resolved,2.46,Mobile App,Public Works,3.0,2024-07,2024Q3,1
RVA-13151,2025-03-20,Shockoe Bottom,Water & Utilities,Storm Drain Blocked,Medium,Resolved,8.82,Phone,Code Enforcement,4.5,2025-03,2025Q1,1
RVA-13152,2024-11-19,Ginter Park,Water & Utilities,Storm Drain Blocked,Low,Closed,3.36,Mobile App,Public Utilities,1.2,2024-11,2024Q4,1
RVA-13153,2024-02-04,Southside,Sanitation,Illegal Dumping,Medium,Resolved,1.02,Walk-in,Public Works,3.0,2024-02,2024Q1,1
RVA-13154,2025-04-26,Highland Park,Sanitation,Missed Trash Pickup,Medium,Closed,17.86,Phone,Transportation,1.2,2025-04,2025Q2,1
RVA-13155,2025-12-28,Highland Park,Noise & Nuisance,Property Maintenance,Medium,Closed,6.32,Website,Transportation,2.8,2025-12,2025Q4,1
RVA-13156,2025-04-24,Manchester,Parks & Public Spaces,Graffiti Removal,Low,Resolved,17.96,Phone,Code Enforcement,3.5,2025-04,2025Q2,1
RVA-13157,2024-03-05,The Fan,Water & Utilities,Sewer Problem,Emergency,Resolved,0.01,Mobile App,Parks & Rec,4.0,2024-03,2024Q1,1
RVA-13158,2024-01-08,Shockoe Bottom,Road & Sidewalk,Sidewalk Damage,High,Closed,0.88,Phone,Public Works,1.6,2024-01,2024Q1,1
RVA-13159,2024-10-27,Carytown,Water & Utilities,Sewer Problem,Medium,Closed,6.79,Website,Transportation,1.7,2024-10,2024Q4,1
RVA-13160,2024-12-08,Scott's Addition,Parks & Public Spaces,Graffiti Removal,High,Resolved,0.16,Phone,Code Enforcement,2.9,2024-12,2024Q4,1
RVA-13161,2025-03-06,Museum District,Water & Utilities,Hydrant Issue,High,In Progress,1.68,Phone,Public Utilities,5.0,2025-03,2025Q1,0
RVA-13162,2025-02-27,Bon Air,Noise & Nuisance,Noise Complaint,Low,Resolved,5.6,Walk-in,Police,2.4,2025-02,2025Q1,1
RVA-13163,2024-11-27,Ginter Park,Road & Sidewalk,Street Light Out,Medium,In Progress,0.09,Mobile App,Transportation,2.7,2024-11,2024Q4,0
RVA-13164,2025-03-13,West End,Road & Sidewalk,Sidewalk Damage,Medium,Resolved,1.35,Phone,Code Enforcement,2.7,2025-03,2025Q1,1
RVA-13165,2025-08-10,The Fan,Public Safety,Traffic Signal Issue,High,Resolved,0.67,Mobile App,Parks & Rec,1.3,2025-08,2025Q3,1
RVA-13166,2024-06-22,Manchester,Public Safety,Hazardous Condition,Low,Resolved,1.19,Website,Public Utilities,4.1,2024-06,2024Q2,1
RVA-13167,2025-07-12,West End,Road & Sidewalk,Sidewalk Damage,Emergency,Closed,0.5,Mobile App,Transportation,2.0,2025-07,2025Q3,1
RVA-13168,2025-06-10,Carytown,Public Safety,Unsafe Structure,Medium,Closed,1.39,Website,Public Works,3.8,2025-06,2025Q2,1
RVA-13169,2025-10-20,Highland Park,Road & Sidewalk,Sidewalk Damage,Medium,Closed,1.63,Mobile App,Public Utilities,2.9,2025-10,2025Q4,1
RVA-13170,2024-01-26,Bon Air,Water & Utilities,Storm Drain Blocked,Medium,Closed,11.43,Mobile App,Code Enforcement,3.4,2024-01,2024Q1,1
RVA-13171,2025-08-27,Oregon Hill,Water & Utilities,Storm Drain Blocked,Low,Closed,6.29,Website,Transportation,1.2,2025-08,2025Q3,1
RVA-13172,2025-02-09,West End,Sanitation,Illegal Dumping,High,Resolved,1.0,Website,Transportation,4.6,2025-02,2025Q1,1
RVA-13173,2024-08-19,Church Hill,Parks & Public Spaces,Park Maintenance,Emergency,Resolved,0.64,Walk-in,Parks & Rec,2.0,2024-08,2024Q3,1
RVA-13174,2025-06-16,West End,Parks & Public Spaces,Graffiti Removal,Medium,Closed,12.02,Phone,Transportation,3.7,2025-06,2025Q2,1
RVA-13175,2025-07-03,The Fan,Sanitation,Bulk Pickup Request,Emergency,Closed,0.01,Phone,Public Utilities,4.2,2025-07,2025Q3,1
RVA-13176,2025-05-19,Shockoe Bottom,Noise & Nuisance,Animal Control,High,Resolved,1.19,Website,Transportation,3.2,2025-05,2025Q2,1
RVA-13177,2025-10-30,West End,Road & Sidewalk,Street Light Out,Medium,Open,4.72,Mobile App,Public Utilities,2.3,2025-10,2025Q4,0
RVA-13178,2024-06-27,West End,Sanitation,Bulk Pickup Request,High,Closed,0.77,Mobile App,Police,4.9,2024-06,2024Q2,1
RVA-13179,2024-05-11,Southside,Parks & Public Spaces,Tree Hazard,Medium,Resolved,7.4,Mobile App,Police,2.1,2024-05,2024Q2,1
RVA-13180,2025-03-30,Museum District,Water & Utilities,Water Main Break,Medium,Open,17.79,Mobile App,Code Enforcement,4.8,2025-03,2025Q1,0
RVA-13181,2024-12-13,East End,Road & Sidewalk,Sidewalk Damage,Low,Closed,28.72,Mobile App,Public Works,1.6,2024-12,2024Q4,1
RVA-13182,2025-06-23,Highland Park,Road & Sidewalk,Crosswalk Faded,High,Resolved,0.62,Email,Public Works,2.6,2025-06,2025Q2,1
RVA-13183,2025-02-09,Bon Air,Water & Utilities,Sewer Problem,Low,Closed,2.57,Walk-in,Parks & Rec,1.6,2025-02,2025Q1,1
RVA-13184,2024-03-16,Fulton,Sanitation,Illegal Dumping,High,Closed,6.32,Email,Code Enforcement,1.0,2024-03,2024Q1,1
RVA-13185,2025-08-01,Highland Park,Parks & Public Spaces,Park Maintenance,High,Resolved,1.23,Email,Public Works,2.0,2025-08,2025Q3,1
RVA-13186,2025-05-06,West End,Road & Sidewalk,Crosswalk Faded,Low,Resolved,2.34,Phone,Transportation,1.3,2025-05,2025Q2,1
RVA-13187,2024-07-12,Northside,Road & Sidewalk,Crosswalk Faded,Medium,Resolved,6.14,Mobile App,Public Utilities,4.9,2024-07,2024Q3,1
RVA-13188,2024-06-10,Carytown,Noise & Nuisance,Noise Complaint,Medium,Resolved,1.67,Phone,Code Enforcement,4.0,2024-06,2024Q2,1
RVA-13189,2024-12-12,Shockoe Bottom,Public Safety,Unsafe Structure,Medium,Closed,1.55,Walk-in,Public Utilities,1.0,2024-12,2024Q4,1
RVA-13190,2024-12-26,Ginter Park,Road & Sidewalk,Street Light Out,Medium,Resolved,10.57,Phone,Parks & Rec,1.9,2024-12,2024Q4,1
RVA-13191,2025-08-06,Highland Park,Public Safety,Unsafe Structure,Medium,In Progress,0.89,Phone,Transportation,3.7,2025-08,2025Q3,0
RVA-13192,2024-03-27,Northside,Sanitation,Overflowing Bin,Medium,In Progress,0.33,Mobile App,Code Enforcement,2.6,2024-03,2024Q1,0
RVA-13193,2024-09-18,Museum District,Water & Utilities,Storm Drain Blocked,Low,Resolved,3.14,Phone,Transportation,4.3,2024-09,2024Q3,1
RVA-13194,2024-08-01,The Fan,Sanitation,Bulk Pickup Request,Low,Resolved,9.34,Phone,Transportation,3.0,2024-08,2024Q3,1
RVA-13195,2025-10-26,Manchester,Public Safety,Hazardous Condition,Low,Closed,1.31,Phone,Transportation,3.6,2025-10,2025Q4,1
RVA-13196,2025-12-22,Museum District,Sanitation,Bulk Pickup Request,High,Resolved,1.28,Walk-in,Parks & Rec,3.4,2025-12,2025Q4,1
RVA-13197,2025-07-26,Museum District,Sanitation,Missed Trash Pickup,Emergency,In Progress,0.49,Mobile App,Police,3.6,2025-07,2025Q3,0
RVA-13198,2024-09-18,Bon Air,Parks & Public Spaces,Tree Hazard,Medium,Resolved,9.44,Email,Parks & Rec,1.9,2024-09,2024Q3,1
RVA-13199,2025-12-30,Carytown,Noise & Nuisance,Animal Control,Medium,Closed,1.31,Mobile App,Transportation,2.5,2025-12,2025Q4,1
RVA-13200,2024-10-09,Short Pump,Public Safety,Hazardous Condition,Low,In Progress,17.0,Email,Police,1.2,2024-10,2024Q4,0
RVA-13201,2025-10-09,Oregon Hill,Public Safety,Unsafe Structure,Medium,Closed,1.34,Phone,Code Enforcement,3.4,2025-10,2025Q4,1
RVA-13202,2025-04-11,Bon Air,Water & Utilities,Hydrant Issue,Low,Resolved,11.29,Website,Public Utilities,2.8,2025-04,2025Q2,1
RVA-13203,2025-01-14,Ginter Park,Parks & Public Spaces,Graffiti Removal,Medium,Closed,2.82,Mobile App,Public Utilities,4.0,2025-01,2025Q1,1
RVA-13204,2024-12-27,Museum District,Water & Utilities,Water Main Break,Emergency,In Progress,0.06,Website,Public Utilities,1.8,2024-12,2024Q4,0
RVA-13205,2025-03-24,Bon Air,Public Safety,Traffic Signal Issue,Low,Closed,12.53,Walk-in,Parks & Rec,2.7,2025-03,2025Q1,1
RVA-13206,2025-03-16,Short Pump,Water & Utilities,Sewer Problem,High,Resolved,0.49,Mobile App,Code Enforcement,1.7,2025-03,2025Q1,1
RVA-13207,2024-04-02,Shockoe Bottom,Sanitation,Bulk Pickup Request,Low,Closed,1.94,Mobile App,Code Enforcement,3.5,2024-04,2024Q2,1
RVA-13208,2025-09-12,Northside,Road & Sidewalk,Crosswalk Faded,Medium,Resolved,2.22,Mobile App,Police,4.4,2025-09,2025Q3,1
RVA-13209,2025-02-27,Scott's Addition,Water & Utilities,Water Main Break,Low,Closed,10.59,Mobile App,Code Enforcement,4.1,2025-02,2025Q1,1
RVA-13210,2024-05-21,Southside,Water & Utilities,Water Main Break,Medium,Closed,1.33,Mobile App,Public Utilities,4.8,2024-05,2024Q2,1
RVA-13211,2024-10-17,Bon Air,Sanitation,Missed Trash Pickup,Low,Resolved,2.03,Website,Code Enforcement,4.9,2024-10,2024Q4,1
RVA-13212,2025-03-07,Highland Park,Noise & Nuisance,Property Maintenance,Medium,Resolved,0.05,Mobile App,Police,4.1,2025-03,2025Q1,1
